pl_name,hostname,pl_letter,hd_name,hip_name,sy_snum,sy_pnum,cb_flag,discoverymethod,soltype,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_msinie,pl_msinij,pl_cmasse,pl_cmassj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,pl_tsystemref,ttv_flag,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_occdep,pl_orbtper,pl_orblper,pl_rvamp,pl_projobliq,pl_trueobliq,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_pm,sy_pmra,sy_pmdec,sy_dist,sy_plx
Kepler-689 b,Kepler-689,b,NA,NA,1,1,0,Transit,Published Confirmed,NA,NA,3.12,0.278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.34,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5397,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19h38m50.55s,294.7106347,+39d31m18.11s,39.5216975,8.57962,73.15953,59.60978,309.5964,7.5249665,3.25533,-6.78439,1131.73,0.856861
Kepler-689 b,Kepler-689,b,NA,NA,1,1,0,Transit,Published Confirmed,22.3663045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455008.46332,BJD,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5344,0.98,0.92,NA,NA,-0.153,4.42,NA,1.3871,NA,NA,NA,19h38m50.55s,294.7106347,+39d31m18.11s,39.5216975,8.57962,73.15953,59.60978,309.5964,7.5249665,3.25533,-6.78439,1131.73,0.856861
Kepler-69 b,Kepler-69,b,NA,NA,1,2,0,Transit,Published Confirmed,13.722341,0.094,2.24,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,NA,779,89.62,2454970.8414,BJD,0,0.15,0.0597,NA,21.8,0.02207,NA,NA,NA,NA,NA,NA,G4 V,5638,0.93,0.81,-0.29,[Fe/H],-0.097,4.4,NA,1.37,NA,NA,-38.7,19h33m02.62s,293.2609013,+44d52m07.92s,44.8688656,11.99414,77.48226,64.99488,311.4598,11.7957421,-9.70371,-6.70653,730.625,1.33989
Kepler-69 b,Kepler-69,b,NA,NA,1,2,0,Transit,Published Confirmed,13.722353,0.1091,2.36,0.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,867,89.975,2454970.84153,BJD,0,0.0094,0.05918,5.126,20.84,0.02211,NA,NA,NA,NA,NA,NA,NA,5700,0.99,0.91,-0.1,[Fe/H],-0.021,4.4,9.8,0.85,NA,NA,NA,19h33m02.62s,293.2609013,+44d52m07.92s,44.8688656,11.99414,77.48226,64.99488,311.4598,11.7957421,-9.70371,-6.70653,730.625,1.33989
Kepler-69 b,Kepler-69,b,NA,NA,1,2,0,Transit,Published Confirmed,13.72237104,NA,2.29,0.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454970.84023,JD,0,NA,NA,5.1546,NA,0.02217,NA,NA,NA,NA,NA,NA,NA,5745,0.95,0.94,-0.14,[Fe/H],NA,4.45,5.5,NA,NA,NA,NA,19h33m02.62s,293.2609013,+44d52m07.92s,44.8688656,11.99414,77.48226,64.99488,311.4598,11.7957421,-9.70371,-6.70653,730.625,1.33989
Kepler-69 c,Kepler-69,c,NA,NA,1,2,0,Transit,Published Confirmed,242.46712,NA,1.76,0.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454983.86632,JD,0,NA,NA,12.549,NA,0.01685,NA,NA,NA,NA,NA,NA,NA,5745,0.95,0.94,-0.14,[Fe/H],NA,4.45,5.5,NA,NA,NA,NA,19h33m02.62s,293.2609013,+44d52m07.92s,44.8688656,11.99414,77.48226,64.99488,311.4598,11.7957421,-9.70371,-6.70653,730.625,1.33989
Kepler-69 c,Kepler-69,c,NA,NA,1,2,0,Transit,Published Confirmed,242.4659,0.74,1.79,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.64,325,89.901,2454983.8693,BJD,0,0.28,0.0333,13.1,141.39,0.01669,NA,NA,NA,NA,NA,NA,NA,5700,0.99,0.91,-0.1,[Fe/H],-0.021,4.4,9.8,0.85,NA,NA,NA,19h33m02.62s,293.2609013,+44d52m07.92s,44.8688656,11.99414,77.48226,64.99488,311.4598,11.7957421,-9.70371,-6.70653,730.625,1.33989
Kepler-69 c,Kepler-69,c,NA,NA,1,2,0,Transit,Published Confirmed,242.4613,0.64,1.71,0.153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,NA,299,89.85,2454983.87,BJD,0,0.12,0.035,NA,148,0.0168,NA,NA,NA,NA,NA,NA,G4 V,5638,0.93,0.81,-0.29,[Fe/H],-0.097,4.4,NA,1.37,NA,NA,-38.7,19h33m02.62s,293.2609013,+44d52m07.92s,44.8688656,11.99414,77.48226,64.99488,311.4598,11.7957421,-9.70371,-6.70653,730.625,1.33989
Kepler-692 b,Kepler-692,b,NA,NA,1,1,0,Transit,Published Confirmed,21.81295658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455007.008938,BJD,0,NA,0.1324,4.4703,NA,NA,NA,NA,NA,NA,NA,NA,NA,5330,0.9,0.92,NA,NA,-0.233,4.5,NA,1.8012,NA,NA,NA,19h39m06.43s,294.7768068,+40d09m13.33s,40.1537027,8.83378,73.74718,60.18907,310.11036,8.78621,-4.62671,-7.46934,991.336,0.981381
Kepler-692 b,Kepler-692,b,NA,NA,1,1,0,Transit,Published Confirmed,21.8129939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455007.01101,BJD,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5330,0.9,0.92,NA,NA,-0.233,4.5,NA,1.8012,NA,NA,NA,19h39m06.43s,294.7768068,+40d09m13.33s,40.1537027,8.83378,73.74718,60.18907,310.11036,8.78621,-4.62671,-7.46934,991.336,0.981381
Kepler-694 b,Kepler-694,b,NA,NA,1,1,0,Transit,Published Confirmed,6.36584161,NA,2.8,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455004.13543,JD,0,NA,NA,2.9697,NA,0.02731,NA,NA,NA,NA,NA,NA,NA,5700,0.95,0.97,0,[Fe/H],NA,4.47,4.07,NA,NA,NA,NA,19h24m35.89s,291.1495269,+40d25m13.64s,40.4204569,11.41789,72.70698,61.32076,304.91156,10.6573253,4.70402,-9.56299,1023.06,0.949366
Kepler-694 b,Kepler-694,b,NA,NA,1,1,0,Transit,Published Confirmed,NA,NA,2.706,0.241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206.44,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5789,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19h24m35.89s,291.1495269,+40d25m13.64s,40.4204569,11.41789,72.70698,61.32076,304.91156,10.6573253,4.70402,-9.56299,1023.06,0.949366
Kepler-694 b,Kepler-694,b,NA,NA,1,1,0,Transit,Published Confirmed,6.36584549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455004.13496,BJD,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5568,0.98,0.98,NA,NA,-0.078,4.44,NA,1.4552,NA,NA,NA,19h24m35.89s,291.1495269,+40d25m13.64s,40.4204569,11.41789,72.70698,61.32076,304.91156,10.6573253,4.70402,-9.56299,1023.06,0.949366
Kepler-694 b,Kepler-694,b,NA,NA,1,1,0,Transit,Published Confirmed,6.36583636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454965.940985,BJD,0,NA,0.0834,3.0684,NA,NA,NA,NA,NA,NA,NA,NA,NA,5568,0.98,0.98,NA,NA,-0.078,4.44,NA,1.4552,NA,NA,NA,19h24m35.89s,291.1495269,+40d25m13.64s,40.4204569,11.41789,72.70698,61.32076,304.91156,10.6573253,4.70402,-9.56299,1023.06,0.949366
Kepler-695 b,Kepler-695,b,NA,NA,1,1,0,Transit,Published Confirmed,NA,NA,12.523,1.117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,499.06,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5029,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19h57m15.86s,299.3160934,+40d49m20.57s,40.8223815,6.15922,76.04946,59.56861,317.0103,4.3123058,4.3106,-0.121281,842.947,1.15848
Kepler-696 b,Kepler-696,b,NA,NA,1,1,0,Transit,Published Confirmed,4.19042557,NA,6.14,0.548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455004.441249,JD,0,NA,NA,2.8403,NA,0.05157,NA,NA,NA,NA,NA,NA,NA,5903,1.08,1.06,0.07,[Fe/H],NA,4.39,3.98,NA,NA,NA,NA,19h33m59.18s,293.4965906,+41d08m15.23s,41.1375635,10.15154,74.17127,61.44059,308.90532,8.8037417,-2.50812,-8.43891,1416.44,0.67813
Kepler-697 b,Kepler-697,b,NA,NA,1,1,0,Transit,Published Confirmed,3.7098771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455004.98622,BJD,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5546,1.05,0.98,NA,NA,-0.025,4.39,NA,1.187,NA,NA,NA,18h55m27.45s,283.8643937,+41d20m46.99s,41.3463859,16.82858,71.28544,63.63979,293.89688,10.5927354,2.86796,-10.1971,1277.33,0.754456
Kepler-697 b,Kepler-697,b,NA,NA,1,1,0,Transit,Published Confirmed,NA,NA,4.629,0.413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472.24,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5726,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18h55m27.45s,283.8643937,+41d20m46.99s,41.3463859,16.82858,71.28544,63.63979,293.89688,10.5927354,2.86796,-10.1971,1277.33,0.754456
Kepler-697 b,Kepler-697,b,NA,NA,1,1,0,Transit,Published Confirmed,3.70986822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454967.889753,BJD,0,NA,0.2179,3.269,NA,NA,NA,NA,NA,NA,NA,NA,NA,5546,1.05,0.98,NA,NA,-0.025,4.39,NA,1.187,NA,NA,NA,18h55m27.45s,283.8643937,+41d20m46.99s,41.3463859,16.82858,71.28544,63.63979,293.89688,10.5927354,2.86796,-10.1971,1277.33,0.754456
Kepler-698 b,Kepler-698,b,NA,NA,1,1,0,Transit,Published Confirmed,16.32976218,NA,3.68,0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455010.29511,JD,0,NA,NA,6.373,NA,0.03701,NA,NA,NA,NA,NA,NA,NA,5612,0.91,0.94,-0.03,[Fe/H],NA,4.5,4.27,NA,NA,NA,NA,19h14m02.40s,288.5099994,+41d18m06.29s,41.3017465,13.59929,72.6536,62.73903,301.37448,3.9459355,-0.678581,-3.88715,1995.57,0.47188600000000003
Kepler-700 b,Kepler-700,b,NA,NA,1,1,0,Transit,Published Confirmed,80.8720639,NA,5.99,0.534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455036.89696,JD,0,NA,NA,11.114,NA,0.05673,NA,NA,NA,NA,NA,NA,NA,5692,0.96,0.98,0.04,[Fe/H],NA,4.47,4.37,NA,NA,NA,NA,19h08m37.01s,287.154224,+41d33m56.80s,41.5657775,14.63554,72.47787,63.26611,299.37339,8.5188859,-7.79817,-3.42928,1491.76,0.641631
Kepler-702 b,Kepler-702,b,NA,NA,1,1,0,Transit,Published Confirmed,10.52629331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454967.417277,BJD,0,NA,1.0543,2.6663,NA,NA,NA,NA,NA,NA,NA,NA,NA,5171.07,1.04,0.88,0.256,[M/H],-0.159,4.35,NA,1.1112,NA,NA,NA,19h35m30.74s,293.8781041,+41d39m42.21s,41.6617245,10.13841,74.77781,61.83792,309.84392,7.5530087,3.03379,-6.91694,992.071,0.980145
Kepler-702 b,Kepler-702,b,NA,NA,1,1,0,Transit,Published Confirmed,NA,NA,9.908,0.884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.91,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5389,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19h35m30.74s,293.8781041,+41d39m42.21s,41.6617245,10.13841,74.77781,61.83792,309.84392,7.5530087,3.03379,-6.91694,992.071,0.980145
Kepler-702 b,Kepler-702,b,NA,NA,1,1,0,Transit,Published Confirmed,10.52629443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455009.52244,BJD,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5171.07,1.04,0.88,0.256,[M/H],-0.159,4.35,NA,1.1112,NA,NA,NA,19h35m30.74s,293.8781041,+41d39m42.21s,41.6617245,10.13841,74.77781,61.83792,309.84392,7.5530087,3.03379,-6.91694,992.071,0.980145
Kepler-703 b,Kepler-703,b,NA,NA,1,1,0,Transit,Published Confirmed,4.5835218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455002.97398,BJD,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5825,1.06,1.05,NA,NA,0.067,4.41,NA,1.2419,NA,NA,NA,19h56m44.85s,299.1868586,+41d44m33.72s,41.742699,6.71348,76.79525,60.45424,317.54746,2.2764187,-2.19336,0.609306,1156.83,0.837436
Kepler-703 b,Kepler-703,b,NA,NA,1,1,0,Transit,Published Confirmed,4.58352177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454966.305775,BJD,0,NA,0.428,2.9942,NA,NA,NA,NA,NA,NA,NA,NA,NA,5825,1.06,1.05,NA,NA,0.067,4.41,NA,1.2419,NA,NA,NA,19h56m44.85s,299.1868586,+41d44m33.72s,41.742699,6.71348,76.79525,60.45424,317.54746,2.2764187,-2.19336,0.609306,1156.83,0.837436
Kepler-703 b,Kepler-703,b,NA,NA,1,1,0,Transit,Published Confirmed,NA,NA,6.273,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,373.11,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5814,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19h56m44.85s,299.1868586,+41d44m33.72s,41.742699,6.71348,76.79525,60.45424,317.54746,2.2764187,-2.19336,0.609306,1156.83,0.837436
Kepler-704 b,Kepler-704,b,NA,NA,1,1,0,Transit,Published Confirmed,3.76182115,NA,2.61,0.233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455004.90371,JD,0,NA,NA,3.3906,NA,0.02499,NA,NA,NA,NA,NA,NA,NA,5616,0.96,0.97,0.09,[Fe/H],NA,4.46,5.13,NA,NA,NA,NA,18h53m15.93s,283.3163671,+41d50m13.54s,41.8370942,17.38918,71.60711,64.20642,293.22313,8.4403889,-4.99901,-6.80074,1228.83,0.785395
Kepler-708 b,Kepler-708,b,NA,NA,1,1,0,Transit,Published Confirmed,3.16789352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454967.133017,BJD,0,NA,0.0883,2.4619,NA,NA,NA,NA,NA,NA,NA,NA,NA,5648.27,1.09,1,0.114,[M/H],0.037,4.36,NA,1.0896,NA,NA,NA,19h35m15.95s,293.8164588,+42d12m45.06s,42.2125159,10.43247,75.25343,62.37091,310.15658,2.0491273,0.966997,1.80661,1394.22,0.689524
Kepler-708 b,Kepler-708,b,NA,NA,1,1,0,Transit,Published Confirmed,NA,NA,2.983,0.266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,684.76,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5896,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19h35m15.95s,293.8164588,+42d12m45.06s,42.2125159,10.43247,75.25343,62.37091,310.15658,2.0491273,0.966997,1.80661,1394.22,0.689524
Kepler-708 b,Kepler-708,b,NA,NA,1,1,0,Transit,Published Confirmed,3.16787374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455005.15151,BJD,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5648.27,1.09,1,0.114,[M/H],0.037,4.36,NA,1.0896,NA,NA,NA,19h35m15.95s,293.8164588,+42d12m45.06s,42.2125159,10.43247,75.25343,62.37091,310.15658,2.0491273,0.966997,1.80661,1394.22,0.689524
Kepler-708 b,Kepler-708,b,NA,NA,1,1,0,Transit,Published Confirmed,3.16789194,NA,2.93,0.261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455005.148586,JD,0,NA,NA,2.1875,NA,0.02792,NA,NA,NA,NA,NA,NA,NA,5692,0.96,0.97,0.01,[Fe/H],NA,4.47,4.37,NA,NA,NA,NA,19h35m15.95s,293.8164588,+42d12m45.06s,42.2125159,10.43247,75.25343,62.37091,310.15658,2.0491273,0.966997,1.80661,1394.22,0.689524
Kepler-710 b,Kepler-710,b,NA,NA,1,1,0,Transit,Published Confirmed,4.34728553,NA,1.88,0.168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455005.23404,JD,0,NA,NA,2.0739,NA,0.01944,NA,NA,NA,NA,NA,NA,NA,5611,0.91,0.94,-0.04,[Fe/H],NA,4.5,4.17,NA,NA,NA,NA,19h27m51.39s,291.9641255,+42d41m46.07s,42.6961308,11.87064,75.06752,63.28897,307.69911,6.7704914,-5.73094,-3.60498,1448.34,0.661901
Kepler-713 b,Kepler-713,b,NA,NA,1,1,0,Transit,Published Confirmed,7.411141,NA,2.48,0.221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455008.34658,JD,0,NA,NA,2.4852,NA,0.0232,NA,NA,NA,NA,NA,NA,NA,5785,0.99,0.98,-0.03,[Fe/H],NA,4.44,3.8,NA,NA,NA,NA,19h42m36.33s,295.6513819,+43d01m47.20s,43.0297781,9.61971,76.6273,62.64633,313.52348,17.4397081,-15.5239,-7.94682,1089.87,0.889572
Kepler-713 b,Kepler-713,b,NA,NA,1,1,0,Transit,Published Confirmed,7.41113995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455008.34518,BJD,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5819,1.08,1.05,NA,NA,0.085,4.39,NA,1.1605,NA,NA,NA,19h42m36.33s,295.6513819,+43d01m47.20s,43.0297781,9.61971,76.6273,62.64633,313.52348,17.4397081,-15.5239,-7.94682,1089.87,0.889572
Kepler-713 b,Kepler-713,b,NA,NA,1,1,0,Transit,Published Confirmed,NA,NA,2.947,0.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228.28,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5845,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19h42m36.33s,295.6513819,+43d01m47.20s,43.0297781,9.61971,76.6273,62.64633,313.52348,17.4397081,-15.5239,-7.94682,1089.87,0.889572
Kepler-713 b,Kepler-713,b,NA,NA,1,1,0,Transit,Published Confirmed,7.41114851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454971.289536,BJD,0,NA,0.0654,2.7273,NA,NA,NA,NA,NA,NA,NA,NA,NA,5819,1.08,1.05,NA,NA,0.085,4.39,NA,1.1605,NA,NA,NA,19h42m36.33s,295.6513819,+43d01m47.20s,43.0297781,9.61971,76.6273,62.64633,313.52348,17.4397081,-15.5239,-7.94682,1089.87,0.889572
Kepler-715 b,Kepler-715,b,NA,NA,1,1,0,Transit,Published Confirmed,10.00652995,NA,3.75,0.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455009.9688,JD,0,NA,NA,5.218,NA,0.03268,NA,NA,NA,NA,NA,NA,NA,5871,1.04,1.04,0.02,[Fe/H],NA,4.42,3.98,NA,NA,NA,NA,18h54m31.39s,283.6307971,+43d22m45.71s,43.3793638,17.7265,73.20413,65.66065,294.55336,6.4092899,0.251592,-6.40435,1327.44,0.724763
Kepler-719 b,Kepler-719,b,NA,NA,1,1,0,Transit,Published Confirmed,5.00731778,NA,8.52,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455006.433852,JD,0,NA,NA,4.2223,NA,0.08011,NA,NA,NA,NA,NA,NA,NA,5777,0.98,0.99,-0.02,[Fe/H],NA,4.45,3.98,NA,NA,NA,NA,19h42m08.66s,295.5360628,+43d53m03.88s,43.8844116,10.09763,77.35144,63.46885,314.06803,9.3521251,-4.06904,-8.42052,2497.51,0.372623
Kepler-720 b,Kepler-720,b,NA,NA,1,1,0,Transit,Published Confirmed,4.70832654,NA,8.41,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455004.44652,JD,0,NA,NA,3.17455,NA,0.084,NA,NA,NA,NA,NA,NA,NA,5618,0.92,0.95,0,[Fe/H],NA,4.49,3.63,NA,NA,NA,NA,19h54m32.56s,298.6356478,+44d10m15.38s,44.1709388,8.28944,78.7025,62.8376,318.84421,1.8289038,-1.67262,-0.739751,1065.37,0.91115
Kepler-721 b,Kepler-721,b,NA,NA,1,1,0,Transit,Published Confirmed,5.39203498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455004.72663,BJD,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4944,0.9,0.81,NA,NA,-0.362,4.44,NA,1.574,NA,NA,NA,18h57m43.32s,284.4305132,+44d28m49.36s,44.4803776,17.58273,74.49933,66.59264,296.58429,28.0694045,1.6064,-28.0234,926.598,1.0515
Kepler-721 b,Kepler-721,b,NA,NA,1,1,0,Transit,Published Confirmed,5.39202081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454966.983831,BJD,0,NA,0.1202,3.1639,NA,NA,NA,NA,NA,NA,NA,NA,NA,4944,0.9,0.81,NA,NA,-0.362,4.44,NA,1.574,NA,NA,NA,18h57m43.32s,284.4305132,+44d28m49.36s,44.4803776,17.58273,74.49933,66.59264,296.58429,28.0694045,1.6064,-28.0234,926.598,1.0515
Kepler-722 b,Kepler-722,b,NA,NA,1,2,0,Transit,Published Confirmed,NA,NA,2.692,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,414.6,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6084,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19h21m03.19s,290.2632874,+44d33m23.06s,44.5564051,13.78052,76.24955,65.45204,306.43822,9.6232299,-3.38563,-9.008,1239.5,0.778495
Kepler-722 b,Kepler-722,b,NA,NA,1,2,0,Transit,Published Confirmed,4.09357036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454967.169723,BJD,0,NA,0.0576,2.6192,NA,NA,NA,NA,NA,NA,NA,NA,NA,5732,0.97,1.02,NA,NA,-0.039,4.47,NA,1.5794,NA,NA,NA,19h21m03.19s,290.2632874,+44d33m23.06s,44.5564051,13.78052,76.24955,65.45204,306.43822,9.6232299,-3.38563,-9.008,1239.5,0.778495
Kepler-722 b,Kepler-722,b,NA,NA,1,2,0,Transit,Published Confirmed,4.09357325,NA,2.63,0.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455004.00987,JD,0,NA,NA,2.2856,NA,0.02252,NA,NA,NA,NA,NA,NA,NA,5863,1.05,1.03,0.02,[Fe/H],NA,4.41,4.37,NA,NA,NA,NA,19h21m03.19s,290.2632874,+44d33m23.06s,44.5564051,13.78052,76.24955,65.45204,306.43822,9.6232299,-3.38563,-9.008,1239.5,0.778495
Kepler-722 c,Kepler-722,c,NA,NA,1,2,0,Transit,Published Confirmed,NA,NA,3.236,0.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.48,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6084,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19h21m03.19s,290.2632874,+44d33m23.06s,44.5564051,13.78052,76.24955,65.45204,306.43822,9.6232299,-3.38563,-9.008,1239.5,0.778495
Kepler-722 c,Kepler-722,c,NA,NA,1,2,0,Transit,Published Confirmed,105.14564674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455011.364911,BJD,0,NA,0.0748,7.7156,NA,NA,NA,NA,NA,NA,NA,NA,NA,5732,0.97,1.02,NA,NA,-0.039,4.47,NA,1.5794,NA,NA,NA,19h21m03.19s,290.2632874,+44d33m23.06s,44.5564051,13.78052,76.24955,65.45204,306.43822,9.6232299,-3.38563,-9.008,1239.5,0.778495
Kepler-722 c,Kepler-722,c,NA,NA,1,2,0,Transit,Published Confirmed,105.14490232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455011.37849,BJD,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5732,0.97,1.02,NA,NA,-0.039,4.47,NA,1.5794,NA,NA,NA,19h21m03.19s,290.2632874,+44d33m23.06s,44.5564051,13.78052,76.24955,65.45204,306.43822,9.6232299,-3.38563,-9.008,1239.5,0.778495
Kepler-722 c,Kepler-722,c,NA,NA,1,2,0,Transit,Published Confirmed,105.144749,NA,2.82,0.252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2455011.3666,JD,0,NA,NA,7.239,NA,0.02488,NA,NA,NA,NA,NA,NA,NA,5863,1.05,1.03,0.02,[Fe/H],NA,4.41,4.37,NA,NA,NA,NA,19h21m03.19s,290.2632874,+44d33m23.06s,44.5564051,13.78052,76.24955,65.45204,306.43822,9.6232299,-3.38563,-9.008,1239.5,0.778495
Kepler-724 b,Kepler-724,b,NA,NA,1,1,0,Transit,Published Confirmed,3.3149455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454964.534538,BJD,0,NA,0.1504,2.0294,NA,NA,NA,NA,NA,NA,NA,NA,NA,5283.54,0.92,0.91,0.221,[M/H],-0.223,4.47,NA,1.6329,NA,NA,NA,19h33m49.16s,293.4548441,+44d47m34.02s,44.7927823,11.83709,77.4756,64.87307,311.69427,7.9771818,-3.21357,-7.30126,853.119,1.14399
