pl_name,hostname,pl_letter,hd_name,hip_name,sy_snum,sy_pnum,cb_flag,discoverymethod,soltype,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_msinie,pl_msinij,pl_cmasse,pl_cmassj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,pl_tsystemref,ttv_flag,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_occdep,pl_orbtper,pl_orblper,pl_rvamp,pl_projobliq,pl_trueobliq,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_pm,sy_pmra,sy_pmdec,sy_dist,sy_plx
Kepler-20 e,Kepler-20,e,NA,NA,2,6,0,Transit,Published Confirmed,6.09852281,0.0639,0.865,0.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.632,2454968.931544,BJD,0,NA,NA,NA,14.26,0.00822,NA,NA,NA,NA,NA,NA,NA,5495,0.96,0.95,0.07,[M/H],NA,4.45,7.6,NA,2,NA,-20.93,19h10m47.52s,287.6979913,+42d20m18.88s,42.3385782,14.57345,73.37692,63.90239,300.71449,27.2511636,-3.97634,-26.9595,282.563,3.51026
Kepler-20 e,Kepler-20,e,NA,NA,2,6,0,Transit,Published Confirmed,6.09848823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454968.93956,BJD,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5489,0.91,0.96,0.02,[M/H],-0.165,4.5,NA,1.7669,NA,NA,NA,19h10m47.52s,287.6979913,+42d20m18.88s,42.3385782,14.57345,73.37692,63.90239,300.71449,27.2511636,-3.97634,-26.9595,282.563,3.51026
Kepler-20 e,Kepler-20,e,NA,NA,2,6,0,Transit,Published Confirmed,6.098493,NA,0.868,0.077,3.08,0.01,NA,NA,NA,NA,3.08,0.01,Mass,NA,0.28,NA,1040,87.5,2454968.9336,BJD,0,0.63,0.0082,NA,11.56,0.00841,NA,NA,NA,NA,NA,NA,NA,5466,0.94,0.91,0.02,[Fe/H],-0.069,4.44,8.8,1.51,0.4,NA,NA,19h10m47.52s,287.6979913,+42d20m18.88s,42.3385782,14.57345,73.37692,63.90239,300.71449,27.2511636,-3.97634,-26.9595,282.563,3.51026
Kepler-20 e,Kepler-20,e,NA,NA,2,6,0,Transit,Published Confirmed,6.09853672,NA,0.81,0.072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454968.93012,JD,0,NA,NA,2.881,NA,0.00817,NA,NA,NA,NA,NA,NA,NA,5569,0.93,0.95,0.04,[Fe/H],NA,4.48,5.25,NA,NA,NA,NA,19h10m47.52s,287.6979913,+42d20m18.88s,42.3385782,14.57345,73.37692,63.90239,300.71449,27.2511636,-3.97634,-26.9595,282.563,3.51026
Kepler-20 e,Kepler-20,e,NA,NA,2,6,0,Transit,Published Confirmed,6.0984882,0.0637,0.821,0.073,0.76,0.00239,NA,NA,NA,NA,0.76,0.00239,Mass,7.5,0.092,169.8,1004,87.63,2454968.93956,BJD-TDB,0,NA,NA,NA,NA,NA,NA,NA,NA,0.28,NA,NA,NA,5495,0.92,0.93,0.07,[Fe/H],NA,NA,5.6,NA,NA,NA,NA,19h10m47.52s,287.6979913,+42d20m18.88s,42.3385782,14.57345,73.37692,63.90239,300.71449,27.2511636,-3.97634,-26.9595,282.563,3.51026
Kepler-20 f,Kepler-20,f,NA,NA,2,6,0,Transit,Published Confirmed,19.578328,0.1387,0.952,0.085,1.4,0.0044,NA,NA,NA,NA,1.4,0.0044,Mass,8.4,0.094,35.9,681,88.788,2454968.19883,BJD-TDB,0,NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA,NA,NA,5495,0.92,0.93,0.07,[Fe/H],NA,NA,5.6,NA,NA,NA,NA,19h10m47.52s,287.6979913,+42d20m18.88s,42.3385782,14.57345,73.37692,63.90239,300.71449,27.2511636,-3.97634,-26.9595,282.563,3.51026
Kepler-20 f,Kepler-20,f,NA,NA,2,6,0,Transit,Published Confirmed,19.5776286,NA,1.02,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454968.2065,JD,0,NA,NA,3.744,NA,0.00981,NA,NA,NA,NA,NA,NA,NA,5569,0.93,0.95,0.04,[Fe/H],NA,4.48,5.25,NA,NA,NA,NA,19h10m47.52s,287.6979913,+42d20m18.88s,42.3385782,14.57345,73.37692,63.90239,300.71449,27.2511636,-3.97634,-26.9595,282.563,3.51026
Kepler-20 f,Kepler-20,f,NA,NA,2,6,0,Transit,Published Confirmed,19.57832769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454968.19883,BJD,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5489,0.91,0.96,0.02,[M/H],-0.165,4.5,NA,1.7669,NA,NA,NA,19h10m47.52s,287.6979913,+42d20m18.88s,42.3385782,14.57345,73.37692,63.90239,300.71449,27.2511636,-3.97634,-26.9595,282.563,3.51026
Kepler-20 f,Kepler-20,f,NA,NA,2,6,0,Transit,Published Confirmed,19.57706,NA,1.03,0.092,14.3,0.045,NA,NA,NA,NA,14.3,0.045,Mass,NA,0.32,NA,705,88.68,2454968.219,BJD,0,0.727,0.0101,NA,25.15,0.01002,NA,NA,NA,NA,NA,NA,NA,5466,0.94,0.91,0.02,[Fe/H],-0.069,4.44,8.8,1.51,0.4,NA,NA,19h10m47.52s,287.6979913,+42d20m18.88s,42.3385782,14.57345,73.37692,63.90239,300.71449,27.2511636,-3.97634,-26.9595,282.563,3.51026
Kepler-20 f,Kepler-20,f,NA,NA,2,6,0,Transit,Published Confirmed,19.57758478,0.1396,1.003,0.089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.788,2454968.20706,BJD,0,NA,NA,NA,31.15,0.00952,NA,NA,NA,NA,NA,NA,NA,5495,0.96,0.95,0.07,[M/H],NA,4.45,7.6,NA,2,NA,-20.93,19h10m47.52s,287.6979913,+42d20m18.88s,42.3385782,14.57345,73.37692,63.90239,300.71449,27.2511636,-3.97634,-26.9595,282.563,3.51026
Kepler-20 f,Kepler-20,f,NA,NA,2,6,0,Transit,Published Confirmed,19.57778827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454968.207688,BJD,0,NA,0.0123,3.803,NA,NA,NA,NA,NA,NA,NA,NA,NA,5489,0.91,0.96,0.02,[M/H],-0.165,4.5,NA,1.7669,NA,NA,NA,19h10m47.52s,287.6979913,+42d20m18.88s,42.3385782,14.57345,73.37692,63.90239,300.71449,27.2511636,-3.97634,-26.9595,282.563,3.51026
Kepler-200 b,Kepler-200,b,NA,NA,1,2,0,Transit,Published Confirmed,NA,NA,1.894,0.169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.07,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5785,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18h57m38.39s,284.4099503,+41d14m14.97s,41.2374928,16.40754,71.33871,63.44413,294.74147,9.4976398,5.52362,7.72624,665.912,1.47291
Kepler-200 b,Kepler-200,b,NA,NA,1,2,0,Transit,Published Confirmed,8.59476571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2454970.253108,BJD,0,NA,0.0353,3.372,NA,NA,NA,NA,NA,NA,NA,NA,NA,5838.55,0.99,1.05,-0.006,[M/H],0.008,4.47,NA,1.5437,NA,NA,NA,18h57m38.39s,284.4099503,+41d14m14.97s,41.2374928,16.40754,71.33871,63.44413,294.74147,9.4976398,5.52362,7.72624,665.912,1.47291
